Statistic Label,Month,Meteorological Weather Station,UNIT,VALUE
Lowest Temperature,08/1960,Valentia Observatory,Degrees C,7.2
Lowest Temperature,08/1960,Casement,Degrees C,0
Lowest Temperature,08/1960,Claremorris,Degrees C,2.8
Lowest Temperature,08/1960,Clones,Degrees C,3.1
Lowest Temperature,08/1960,Cork airport,Degrees C,0
Lowest Temperature,08/1960,Dublin airport,Degrees C,6.1
Lowest Temperature,08/1960,Galway,Degrees C,0
Lowest Temperature,08/1960,Kilkenny,Degrees C,3.7
Lowest Temperature,08/1960,Malin head,Degrees C,6.6
Lowest Temperature,08/1960,Mullingar,Degrees C,5.6
Lowest Temperature,08/1960,Roches Point,Degrees C,8.8
Lowest Temperature,08/1960,Rosslare,Degrees C,8
Lowest Temperature,08/1960,Shannon airport,Degrees C,4.4
Lowest Temperature,09/1960,Belmullet,Degrees C,8.7
Lowest Temperature,09/1960,Birr,Degrees C,3
Lowest Temperature,09/1960,Valentia Observatory,Degrees C,4.4
Lowest Temperature,09/1960,Casement,Degrees C,0
Lowest Temperature,09/1960,Claremorris,Degrees C,2.8
Lowest Temperature,09/1960,Clones,Degrees C,3.9
Lowest Temperature,09/1960,Cork airport,Degrees C,0
Lowest Temperature,09/1960,Dublin airport,Degrees C,5.1
Lowest Temperature,09/1960,Galway,Degrees C,0
Lowest Temperature,09/1960,Kilkenny,Degrees C,1.3
Lowest Temperature,09/1960,Malin head,Degrees C,5
Lowest Temperature,09/1960,Mullingar,Degrees C,3.9
Lowest Temperature,09/1960,Roches Point,Degrees C,6
Lowest Temperature,09/1960,Rosslare,Degrees C,6
Lowest Temperature,09/1960,Shannon airport,Degrees C,3.8
Lowest Temperature,10/1960,Belmullet,Degrees C,2.3
Lowest Temperature,10/1960,Birr,Degrees C,-1.1
Lowest Temperature,10/1960,Valentia Observatory,Degrees C,1
Lowest Temperature,10/1960,Casement,Degrees C,0
Lowest Temperature,10/1960,Claremorris,Degrees C,-1.1
Lowest Temperature,10/1960,Clones,Degrees C,-1
Lowest Temperature,10/1960,Cork airport,Degrees C,0
Lowest Temperature,10/1960,Dublin airport,Degrees C,1.2
Lowest Temperature,10/1960,Galway,Degrees C,0
Lowest Temperature,10/1960,Kilkenny,Degrees C,-2.2
Lowest Temperature,10/1960,Malin head,Degrees C,3.9
Lowest Temperature,10/1960,Mullingar,Degrees C,0.4
Lowest Temperature,10/1960,Roches Point,Degrees C,4.1
Lowest Temperature,10/1960,Rosslare,Degrees C,3.9
Lowest Temperature,10/1960,Shannon airport,Degrees C,0.3
Lowest Temperature,11/1960,Belmullet,Degrees C,-0.8
Lowest Temperature,11/1960,Birr,Degrees C,-5.4
Lowest Temperature,11/1960,Valentia Observatory,Degrees C,-0.1
Lowest Temperature,11/1960,Casement,Degrees C,0
Lowest Temperature,11/1960,Claremorris,Degrees C,-4.3
Lowest Temperature,11/1960,Clones,Degrees C,-3.7
Lowest Temperature,11/1960,Cork airport,Degrees C,0
Lowest Temperature,11/1960,Dublin airport,Degrees C,-0.6
Lowest Temperature,11/1960,Galway,Degrees C,0
Lowest Temperature,11/1960,Kilkenny,Degrees C,-4.4
Lowest Temperature,11/1960,Malin head,Degrees C,0.9
Lowest Temperature,11/1960,Mullingar,Degrees C,-2.1
Lowest Temperature,11/1960,Roches Point,Degrees C,1.8
Lowest Temperature,11/1960,Rosslare,Degrees C,1.1
Lowest Temperature,11/1960,Shannon airport,Degrees C,-3.9
Lowest Temperature,12/1960,Belmullet,Degrees C,-0.9
Lowest Temperature,12/1960,Birr,Degrees C,-4.9
Lowest Temperature,12/1960,Valentia Observatory,Degrees C,-0.9
Lowest Temperature,12/1960,Casement,Degrees C,0
Lowest Temperature,12/1960,Claremorris,Degrees C,-3.3
Lowest Temperature,12/1960,Clones,Degrees C,-5.5
Lowest Temperature,12/1960,Cork airport,Degrees C,0
Lowest Temperature,12/1960,Dublin airport,Degrees C,-2.8
Lowest Temperature,12/1960,Galway,Degrees C,0
Lowest Temperature,12/1960,Kilkenny,Degrees C,-6.8
Lowest Temperature,12/1960,Malin head,Degrees C,-0.6
Lowest Temperature,12/1960,Mullingar,Degrees C,-5.4
Lowest Temperature,12/1960,Roches Point,Degrees C,0.1
Lowest Temperature,12/1960,Rosslare,Degrees C,0.2
Lowest Temperature,12/1960,Shannon airport,Degrees C,-4.2
Lowest Temperature,01/1961,Belmullet,Degrees C,-1.1
Lowest Temperature,01/1961,Birr,Degrees C,-4.5
Lowest Temperature,01/1961,Valentia Observatory,Degrees C,-1.2
Lowest Temperature,01/1961,Casement,Degrees C,0
Lowest Temperature,01/1961,Claremorris,Degrees C,-4
Lowest Temperature,01/1961,Clones,Degrees C,-6
Lowest Temperature,01/1961,Cork airport,Degrees C,0
Lowest Temperature,01/1961,Dublin airport,Degrees C,-2.2
Lowest Temperature,01/1961,Galway,Degrees C,0
Lowest Temperature,01/1961,Kilkenny,Degrees C,-5.4
Lowest Temperature,01/1961,Malin head,Degrees C,-0.7
Lowest Temperature,01/1961,Mullingar,Degrees C,-4.5
Lowest Temperature,01/1961,Roches Point,Degrees C,-0.1
Lowest Temperature,01/1961,Rosslare,Degrees C,0.2
Lowest Temperature,01/1961,Shannon airport,Degrees C,-5.2
Lowest Temperature,02/1961,Belmullet,Degrees C,1.2
Lowest Temperature,02/1961,Birr,Degrees C,-1.1
Lowest Temperature,02/1961,Valentia Observatory,Degrees C,4.5
Lowest Temperature,02/1961,Casement,Degrees C,0
Lowest Temperature,02/1961,Claremorris,Degrees C,-0.2
Lowest Temperature,02/1961,Clones,Degrees C,-1.7
Lowest Temperature,02/1961,Cork airport,Degrees C,0
Lowest Temperature,02/1961,Dublin airport,Degrees C,-0.3
Lowest Temperature,02/1961,Galway,Degrees C,0
Lowest Temperature,02/1961,Kilkenny,Degrees C,0.6
Lowest Temperature,02/1961,Malin head,Degrees C,1.6
Lowest Temperature,02/1961,Mullingar,Degrees C,-1.4
Lowest Temperature,02/1961,Roches Point,Degrees C,2.7
Lowest Temperature,02/1961,Rosslare,Degrees C,1.9
Lowest Temperature,02/1961,Shannon airport,Degrees C,0.1
Lowest Temperature,03/1961,Belmullet,Degrees C,3.2
Lowest Temperature,03/1961,Birr,Degrees C,-1.9
Lowest Temperature,03/1961,Valentia Observatory,Degrees C,2.3
Lowest Temperature,03/1961,Casement,Degrees C,0
Lowest Temperature,03/1961,Claremorris,Degrees C,-0.5
Lowest Temperature,03/1961,Clones,Degrees C,1.2
Lowest Temperature,03/1961,Cork airport,Degrees C,0
Lowest Temperature,03/1961,Dublin airport,Degrees C,0.5
Lowest Temperature,03/1961,Galway,Degrees C,0
Lowest Temperature,03/1961,Kilkenny,Degrees C,-3
Lowest Temperature,03/1961,Malin head,Degrees C,2.8
Lowest Temperature,03/1961,Mullingar,Degrees C,-1.2
Lowest Temperature,03/1961,Roches Point,Degrees C,2.2
Lowest Temperature,03/1961,Rosslare,Degrees C,1.8
Lowest Temperature,03/1961,Shannon airport,Degrees C,-2.3
Lowest Temperature,04/1961,Belmullet,Degrees C,-1.1
Lowest Temperature,04/1961,Birr,Degrees C,0.1
Lowest Temperature,04/1961,Valentia Observatory,Degrees C,3
Lowest Temperature,04/1961,Casement,Degrees C,0
Lowest Temperature,04/1961,Claremorris,Degrees C,-1.1
Lowest Temperature,04/1961,Clones,Degrees C,-1.1
Lowest Temperature,04/1961,Cork airport,Degrees C,0
Lowest Temperature,04/1961,Dublin airport,Degrees C,1.6
Lowest Temperature,04/1961,Galway,Degrees C,0
Lowest Temperature,04/1961,Kilkenny,Degrees C,0.1
Lowest Temperature,04/1961,Malin head,Degrees C,0.1
Lowest Temperature,04/1961,Mullingar,Degrees C,0.7
Lowest Temperature,04/1961,Roches Point,Degrees C,5
Lowest Temperature,04/1961,Rosslare,Degrees C,3.9
Lowest Temperature,04/1961,Shannon airport,Degrees C,-0.6
Lowest Temperature,05/1961,Belmullet,Degrees C,3.3
Lowest Temperature,05/1961,Birr,Degrees C,-0.9
Lowest Temperature,05/1961,Valentia Observatory,Degrees C,2.9
Lowest Temperature,05/1961,Casement,Degrees C,0
Lowest Temperature,05/1961,Claremorris,Degrees C,-0.8
Lowest Temperature,05/1961,Clones,Degrees C,0.2
Lowest Temperature,05/1961,Cork airport,Degrees C,0
Lowest Temperature,05/1961,Dublin airport,Degrees C,2.8
Lowest Temperature,05/1961,Galway,Degrees C,0
Lowest Temperature,05/1961,Kilkenny,Degrees C,-0.8
Lowest Temperature,05/1961,Malin head,Degrees C,4.2
Lowest Temperature,05/1961,Mullingar,Degrees C,1.6
Lowest Temperature,05/1961,Roches Point,Degrees C,3.8
Lowest Temperature,05/1961,Rosslare,Degrees C,4.4
Lowest Temperature,05/1961,Shannon airport,Degrees C,1
Lowest Temperature,06/1961,Belmullet,Degrees C,5.2
Lowest Temperature,06/1961,Birr,Degrees C,3.3
Lowest Temperature,06/1961,Valentia Observatory,Degrees C,5.8
Lowest Temperature,06/1961,Casement,Degrees C,0
Lowest Temperature,06/1961,Claremorris,Degrees C,2.7
Lowest Temperature,06/1961,Clones,Degrees C,4.4
Lowest Temperature,06/1961,Cork airport,Degrees C,0
Lowest Temperature,06/1961,Dublin airport,Degrees C,4.7
Lowest Temperature,06/1961,Galway,Degrees C,0
Lowest Temperature,06/1961,Kilkenny,Degrees C,2.9
Lowest Temperature,06/1961,Malin head,Degrees C,7.2
Lowest Temperature,06/1961,Mullingar,Degrees C,2.8
Lowest Temperature,06/1961,Roches Point,Degrees C,7.4
Lowest Temperature,06/1961,Rosslare,Degrees C,5.7
Lowest Temperature,06/1961,Shannon airport,Degrees C,4.9
Lowest Temperature,07/1961,Belmullet,Degrees C,6.3
Lowest Temperature,07/1961,Birr,Degrees C,6.2
Lowest Temperature,07/1961,Valentia Observatory,Degrees C,6.2
Lowest Temperature,07/1961,Casement,Degrees C,0
Lowest Temperature,07/1961,Claremorris,Degrees C,5.8
Lowest Temperature,07/1961,Clones,Degrees C,4.9
Lowest Temperature,07/1961,Cork airport,Degrees C,0
Lowest Temperature,07/1961,Dublin airport,Degrees C,6.8
Lowest Temperature,07/1961,Galway,Degrees C,0
Lowest Temperature,07/1961,Kilkenny,Degrees C,4.6
Lowest Temperature,07/1961,Malin head,Degrees C,6.8
Lowest Temperature,07/1961,Mullingar,Degrees C,6.5
Lowest Temperature,07/1961,Roches Point,Degrees C,8.7
Lowest Temperature,07/1961,Rosslare,Degrees C,7.2
Lowest Temperature,07/1961,Shannon airport,Degrees C,6.4
Lowest Temperature,08/1961,Belmullet,Degrees C,7.3
Lowest Temperature,08/1961,Birr,Degrees C,5.2
Lowest Temperature,08/1961,Valentia Observatory,Degrees C,6.3
Lowest Temperature,08/1961,Casement,Degrees C,0
Lowest Temperature,08/1961,Claremorris,Degrees C,2.2
Lowest Temperature,08/1961,Clones,Degrees C,4
Lowest Temperature,08/1961,Cork airport,Degrees C,0
Lowest Temperature,08/1961,Dublin airport,Degrees C,7.3
Lowest Temperature,08/1961,Galway,Degrees C,0
Lowest Temperature,08/1961,Kilkenny,Degrees C,2.8
Lowest Temperature,08/1961,Malin head,Degrees C,6.4
Lowest Temperature,08/1961,Mullingar,Degrees C,5.1
Lowest Temperature,08/1961,Roches Point,Degrees C,8.2
Lowest Temperature,08/1961,Rosslare,Degrees C,8.7
Lowest Temperature,08/1961,Shannon airport,Degrees C,5.2
Lowest Temperature,09/1961,Belmullet,Degrees C,5.7
Lowest Temperature,09/1961,Birr,Degrees C,3.3
Lowest Temperature,09/1961,Valentia Observatory,Degrees C,4.8
Lowest Temperature,09/1961,Casement,Degrees C,0
Lowest Temperature,09/1961,Claremorris,Degrees C,1.9
Lowest Temperature,09/1961,Clones,Degrees C,3.4
Lowest Temperature,09/1961,Cork airport,Degrees C,0
Lowest Temperature,09/1961,Dublin airport,Degrees C,5.6
Lowest Temperature,09/1961,Galway,Degrees C,0
Lowest Temperature,09/1961,Kilkenny,Degrees C,0.9
Lowest Temperature,09/1961,Malin head,Degrees C,6.3
Lowest Temperature,09/1961,Mullingar,Degrees C,3.6
Lowest Temperature,09/1961,Roches Point,Degrees C,7.9
Lowest Temperature,09/1961,Rosslare,Degrees C,8.4
Lowest Temperature,09/1961,Shannon airport,Degrees C,2.9
Lowest Temperature,10/1961,Belmullet,Degrees C,4.5
Lowest Temperature,10/1961,Birr,Degrees C,-1.2
Lowest Temperature,10/1961,Valentia Observatory,Degrees C,3
Lowest Temperature,10/1961,Casement,Degrees C,0
Lowest Temperature,10/1961,Claremorris,Degrees C,0.4
Lowest Temperature,10/1961,Clones,Degrees C,2
Lowest Temperature,10/1961,Cork airport,Degrees C,0
Lowest Temperature,10/1961,Dublin airport,Degrees C,2.1
Lowest Temperature,10/1961,Galway,Degrees C,0
Lowest Temperature,10/1961,Kilkenny,Degrees C,-2.3
Lowest Temperature,10/1961,Malin head,Degrees C,4.3
Lowest Temperature,10/1961,Mullingar,Degrees C,0.6
Lowest Temperature,10/1961,Roches Point,Degrees C,4.1
Lowest Temperature,10/1961,Rosslare,Degrees C,4.4
Lowest Temperature,10/1961,Shannon airport,Degrees C,0
Lowest Temperature,11/1961,Belmullet,Degrees C,0.6
Lowest Temperature,11/1961,Birr,Degrees C,-3.3
Lowest Temperature,11/1961,Valentia Observatory,Degrees C,0.2
Lowest Temperature,11/1961,Casement,Degrees C,0
Lowest Temperature,11/1961,Claremorris,Degrees C,-2.7
Lowest Temperature,11/1961,Clones,Degrees C,-3.9
Lowest Temperature,11/1961,Cork airport,Degrees C,0
Lowest Temperature,11/1961,Dublin airport,Degrees C,-0.2
Lowest Temperature,11/1961,Galway,Degrees C,0
Lowest Temperature,11/1961,Kilkenny,Degrees C,-4.5
Lowest Temperature,11/1961,Malin head,Degrees C,0.3
Lowest Temperature,11/1961,Mullingar,Degrees C,-1.7
Lowest Temperature,11/1961,Roches Point,Degrees C,2.2
Lowest Temperature,11/1961,Rosslare,Degrees C,0.7
Lowest Temperature,11/1961,Shannon airport,Degrees C,-2.6
Lowest Temperature,12/1961,Belmullet,Degrees C,-5.1
Lowest Temperature,12/1961,Birr,Degrees C,-9.4
Lowest Temperature,12/1961,Valentia Observatory,Degrees C,-5.3
Lowest Temperature,12/1961,Casement,Degrees C,0
Lowest Temperature,12/1961,Claremorris,Degrees C,-6.7
Lowest Temperature,12/1961,Clones,Degrees C,-10.4
Lowest Temperature,12/1961,Cork airport,Degrees C,0
Lowest Temperature,12/1961,Dublin airport,Degrees C,-10.1
Lowest Temperature,12/1961,Galway,Degrees C,0
Lowest Temperature,12/1961,Kilkenny,Degrees C,-10.8
Lowest Temperature,12/1961,Malin head,Degrees C,-3.3
Lowest Temperature,12/1961,Mullingar,Degrees C,-8.1
Lowest Temperature,12/1961,Roches Point,Degrees C,-2.7
Lowest Temperature,12/1961,Rosslare,Degrees C,-3.1
Lowest Temperature,12/1961,Shannon airport,Degrees C,-7.9
Lowest Temperature,01/1962,Belmullet,Degrees C,-3.4
Lowest Temperature,01/1962,Birr,Degrees C,-8.2
Lowest Temperature,01/1962,Valentia Observatory,Degrees C,-5.1
Lowest Temperature,01/1962,Casement,Degrees C,0
Lowest Temperature,01/1962,Claremorris,Degrees C,-8.8
Lowest Temperature,01/1962,Clones,Degrees C,-10.1
Lowest Temperature,01/1962,Cork airport,Degrees C,-4.5
Lowest Temperature,01/1962,Dublin airport,Degrees C,-7.2
Lowest Temperature,01/1962,Galway,Degrees C,0
Lowest Temperature,01/1962,Kilkenny,Degrees C,-8
Lowest Temperature,01/1962,Malin head,Degrees C,-0.9
Lowest Temperature,01/1962,Mullingar,Degrees C,-10.1
Lowest Temperature,01/1962,Roches Point,Degrees C,-1.6
Lowest Temperature,01/1962,Rosslare,Degrees C,-2.7
Lowest Temperature,01/1962,Shannon airport,Degrees C,-8.6
Lowest Temperature,02/1962,Belmullet,Degrees C,0.1
Lowest Temperature,02/1962,Birr,Degrees C,-1.6
Lowest Temperature,02/1962,Valentia Observatory,Degrees C,-0.1
Lowest Temperature,02/1962,Casement,Degrees C,0
Lowest Temperature,02/1962,Claremorris,Degrees C,-1.6
Lowest Temperature,02/1962,Clones,Degrees C,-2.1
Lowest Temperature,02/1962,Cork airport,Degrees C,-2.7
Lowest Temperature,02/1962,Dublin airport,Degrees C,-1.6
Lowest Temperature,02/1962,Galway,Degrees C,0
Lowest Temperature,02/1962,Kilkenny,Degrees C,-2
Lowest Temperature,02/1962,Malin head,Degrees C,-1
Lowest Temperature,02/1962,Mullingar,Degrees C,-2.3
Lowest Temperature,02/1962,Roches Point,Degrees C,-1.6
Lowest Temperature,02/1962,Rosslare,Degrees C,-0.4
Lowest Temperature,02/1962,Shannon airport,Degrees C,-2.1
Lowest Temperature,03/1962,Belmullet,Degrees C,-5.5
Lowest Temperature,03/1962,Birr,Degrees C,-7.2
Lowest Temperature,03/1962,Valentia Observatory,Degrees C,-5.1
Lowest Temperature,03/1962,Casement,Degrees C,0
Lowest Temperature,03/1962,Claremorris,Degrees C,-6.8
Lowest Temperature,03/1962,Clones,Degrees C,-7.7
Lowest Temperature,03/1962,Cork airport,Degrees C,-5.4
Lowest Temperature,03/1962,Dublin airport,Degrees C,-6.3
Lowest Temperature,03/1962,Galway,Degrees C,0
Lowest Temperature,03/1962,Kilkenny,Degrees C,-6.7
Lowest Temperature,03/1962,Malin head,Degrees C,-2.7
Lowest Temperature,03/1962,Mullingar,Degrees C,-8.4
Lowest Temperature,03/1962,Roches Point,Degrees C,-2.8
Lowest Temperature,03/1962,Rosslare,Degrees C,-2.1
Lowest Temperature,03/1962,Shannon airport,Degrees C,-7.8
Lowest Temperature,04/1962,Belmullet,Degrees C,0.3
Lowest Temperature,04/1962,Birr,Degrees C,-0.7
Lowest Temperature,04/1962,Valentia Observatory,Degrees C,2.3
Lowest Temperature,04/1962,Casement,Degrees C,0
Lowest Temperature,04/1962,Claremorris,Degrees C,-1.1
Lowest Temperature,04/1962,Clones,Degrees C,-1.5
Lowest Temperature,04/1962,Cork airport,Degrees C,0.6
Lowest Temperature,04/1962,Dublin airport,Degrees C,0.8
Lowest Temperature,04/1962,Galway,Degrees C,0
Lowest Temperature,04/1962,Kilkenny,Degrees C,-0.6
Lowest Temperature,04/1962,Malin head,Degrees C,0
Lowest Temperature,04/1962,Mullingar,Degrees C,-0.5
Lowest Temperature,04/1962,Roches Point,Degrees C,1.6
Lowest Temperature,04/1962,Rosslare,Degrees C,1.7
Lowest Temperature,04/1962,Shannon airport,Degrees C,-0.3
Lowest Temperature,05/1962,Belmullet,Degrees C,3.4
Lowest Temperature,05/1962,Birr,Degrees C,0.8
Lowest Temperature,05/1962,Valentia Observatory,Degrees C,4.2
Lowest Temperature,05/1962,Casement,Degrees C,0
Lowest Temperature,05/1962,Claremorris,Degrees C,0.1
Lowest Temperature,05/1962,Clones,Degrees C,0.6
Lowest Temperature,05/1962,Cork airport,Degrees C,2.3
Lowest Temperature,05/1962,Dublin airport,Degrees C,2.2
Lowest Temperature,05/1962,Galway,Degrees C,0
Lowest Temperature,05/1962,Kilkenny,Degrees C,0.3
Lowest Temperature,05/1962,Malin head,Degrees C,3.7
Lowest Temperature,05/1962,Mullingar,Degrees C,2.4
Lowest Temperature,05/1962,Roches Point,Degrees C,4.2
Lowest Temperature,05/1962,Rosslare,Degrees C,4.2
Lowest Temperature,05/1962,Shannon airport,Degrees C,2
Lowest Temperature,06/1962,Belmullet,Degrees C,1.9
Lowest Temperature,06/1962,Birr,Degrees C,-0.2
Lowest Temperature,06/1962,Valentia Observatory,Degrees C,2.8
Lowest Temperature,06/1962,Casement,Degrees C,0
Lowest Temperature,06/1962,Claremorris,Degrees C,-0.4
Lowest Temperature,06/1962,Clones,Degrees C,0.5
Lowest Temperature,06/1962,Cork airport,Degrees C,2.4
Lowest Temperature,06/1962,Dublin airport,Degrees C,1.5
Lowest Temperature,06/1962,Galway,Degrees C,0
Lowest Temperature,06/1962,Kilkenny,Degrees C,0.5
Lowest Temperature,06/1962,Malin head,Degrees C,5.5
Lowest Temperature,06/1962,Mullingar,Degrees C,1.7
Lowest Temperature,06/1962,Roches Point,Degrees C,3.4
Lowest Temperature,06/1962,Rosslare,Degrees C,5.1
Lowest Temperature,06/1962,Shannon airport,Degrees C,1.5
Lowest Temperature,07/1962,Belmullet,Degrees C,7.8
Lowest Temperature,07/1962,Birr,Degrees C,5.1
Lowest Temperature,07/1962,Valentia Observatory,Degrees C,7.2
Lowest Temperature,07/1962,Casement,Degrees C,0
Lowest Temperature,07/1962,Claremorris,Degrees C,4.4
Lowest Temperature,07/1962,Clones,Degrees C,6.8
Lowest Temperature,07/1962,Cork airport,Degrees C,7.8
Lowest Temperature,07/1962,Dublin airport,Degrees C,4.8
Lowest Temperature,07/1962,Galway,Degrees C,0
Lowest Temperature,07/1962,Kilkenny,Degrees C,6.7
Lowest Temperature,07/1962,Malin head,Degrees C,8.1
Lowest Temperature,07/1962,Mullingar,Degrees C,6.3
Lowest Temperature,07/1962,Roches Point,Degrees C,9
Lowest Temperature,07/1962,Rosslare,Degrees C,8.4
Lowest Temperature,07/1962,Shannon airport,Degrees C,7.2
Lowest Temperature,08/1962,Belmullet,Degrees C,5.1
Lowest Temperature,08/1962,Birr,Degrees C,4
Lowest Temperature,08/1962,Valentia Observatory,Degrees C,7.3
Lowest Temperature,08/1962,Casement,Degrees C,0
Lowest Temperature,08/1962,Claremorris,Degrees C,1.8
Lowest Temperature,08/1962,Clones,Degrees C,3.1
Lowest Temperature,08/1962,Cork airport,Degrees C,6.7
Lowest Temperature,08/1962,Dublin airport,Degrees C,6.9
Lowest Temperature,08/1962,Galway,Degrees C,0
Lowest Temperature,08/1962,Kilkenny,Degrees C,2.6
Lowest Temperature,08/1962,Malin head,Degrees C,6.3
Lowest Temperature,08/1962,Mullingar,Degrees C,4.5
Lowest Temperature,08/1962,Roches Point,Degrees C,8
Lowest Temperature,08/1962,Rosslare,Degrees C,6.3
Lowest Temperature,08/1962,Shannon airport,Degrees C,3.7
Lowest Temperature,09/1962,Belmullet,Degrees C,3.5
Lowest Temperature,09/1962,Birr,Degrees C,0.7
Lowest Temperature,09/1962,Valentia Observatory,Degrees C,3.3
Lowest Temperature,09/1962,Casement,Degrees C,0
Lowest Temperature,09/1962,Claremorris,Degrees C,1.8
Lowest Temperature,09/1962,Clones,Degrees C,3.7
Lowest Temperature,09/1962,Cork airport,Degrees C,2.3
Lowest Temperature,09/1962,Dublin airport,Degrees C,3.4
Lowest Temperature,09/1962,Galway,Degrees C,0
Lowest Temperature,09/1962,Kilkenny,Degrees C,-1.1
Lowest Temperature,09/1962,Malin head,Degrees C,6.2
Lowest Temperature,09/1962,Mullingar,Degrees C,2.5
Lowest Temperature,09/1962,Roches Point,Degrees C,5.5
Lowest Temperature,09/1962,Rosslare,Degrees C,5.1
Lowest Temperature,09/1962,Shannon airport,Degrees C,1.5
Lowest Temperature,10/1962,Belmullet,Degrees C,4.6
Lowest Temperature,10/1962,Birr,Degrees C,-0.8
Lowest Temperature,10/1962,Valentia Observatory,Degrees C,2.8
Lowest Temperature,10/1962,Casement,Degrees C,0
Lowest Temperature,10/1962,Claremorris,Degrees C,1.1
Lowest Temperature,10/1962,Clones,Degrees C,1.3
Lowest Temperature,10/1962,Cork airport,Degrees C,1.8
Lowest Temperature,10/1962,Dublin airport,Degrees C,0.7
Lowest Temperature,10/1962,Galway,Degrees C,0
Lowest Temperature,10/1962,Kilkenny,Degrees C,-2.3
Lowest Temperature,10/1962,Malin head,Degrees C,4.8
